date,temp,rain_in,snow_in,pct_cloud_cover,traffic_volume,holiday,year,month_day,month,day,weekday
2014-03-06,20.86700000000003,0.0,0.0,68.625,89294,None,2014,03-06,3,6,Thursday
2014-03-07,28.313000000000006,0.0,0.0,82.95833333333333,90613,None,2014,03-07,3,7,Friday
2014-03-08,21.054500000000026,0.0,0.0,28.416666666666668,77564,None,2014,03-08,3,8,Saturday
2014-03-09,32.13069565217392,0.0,0.0,73.8695652173913,61644,None,2014,03-09,3,9,Sunday
2014-03-10,42.08900000000002,0.0,0.0,47.541666666666664,84077,None,2014,03-10,3,10,Monday
2014-03-11,38.53250000000005,0.0,0.0,78.95833333333333,87014,None,2014,03-11,3,11,Tuesday
2014-03-12,23.569250000000036,0.0,0.0,32.416666666666664,88496,None,2014,03-12,3,12,Wednesday
2014-03-13,35.42450000000002,0.0,0.0,30.125,90143,None,2014,03-13,3,13,Thursday
2014-03-14,37.56350000000004,0.0,0.0,54.541666666666664,89813,None,2014,03-14,3,14,Friday
2014-03-15,24.617000000000047,0.0,0.0,67.95833333333333,70963,None,2014,03-15,3,15,Saturday
2014-03-16,18.989000000000036,0.0,0.0,30.583333333333332,57244,None,2014,03-16,3,16,Sunday
2014-03-17,28.621250000000046,0.06,0.2,78.75,79298,None,2014,03-17,3,17,Monday
2014-03-18,31.65500000000004,0.15,2.3,83.16666666666667,83899,None,2014,03-18,3,18,Tuesday
2014-03-19,30.80600000000003,0.06,0.6,85.41666666666667,81112,None,2014,03-19,3,19,Wednesday
2014-03-20,32.94200000000004,0.0,0.0,35.375,88782,None,2014,03-20,3,20,Thursday
2014-03-21,34.574750000000044,0.0,0.0,78.83333333333333,88042,None,2014,03-21,3,21,Friday
2014-03-22,15.441500000000035,0.0,0.0,28.125,68730,None,2014,03-22,3,22,Saturday
2014-03-23,16.30625000000005,0.0,0.0,50.333333333333336,54755,None,2014,03-23,3,23,Sunday
2014-03-24,21.780500000000035,0.08,1.2,73.33333333333333,80550,None,2014,03-24,3,24,Monday
2014-03-25,17.10275000000004,0.0,0.0,42.666666666666664,86340,None,2014,03-25,3,25,Tuesday
2014-03-26,26.360750000000035,0.0,0.0,62.75,90279,None,2014,03-26,3,26,Wednesday
2014-03-27,36.485750000000046,0.44,0.1,90.0,85336,None,2014,03-27,3,27,Thursday
2014-03-28,31.54250000000003,0.0,0.0,71.70833333333333,91802,None,2014,03-28,3,28,Friday
2014-03-29,32.15300000000004,0.0,0.0,13.0,72127,None,2014,03-29,3,29,Saturday
2014-03-30,46.07600000000004,0.0,0.0,51.333333333333336,59241,None,2014,03-30,3,30,Sunday
2014-03-31,47.36450000000003,0.01,0.0,81.70833333333333,82272,None,2014,03-31,3,31,Monday
2014-04-01,28.733750000000025,0.02,0.2,61.5,83719,None,2014,04-01,4,1,Tuesday
2014-04-02,31.389565217391347,0.0,0.0,52.30434782608695,82965,None,2014,04-02,4,2,Wednesday
2014-04-03,33.925250000000055,0.68,5.0,90.0,81216,None,2014,04-03,4,3,Thursday
2014-04-04,32.40275000000005,0.11,1.5,62.916666666666664,69331,None,2014,04-04,4,4,Friday
2014-04-05,36.43625000000005,0.0,0.0,26.291666666666668,70879,None,2014,04-05,4,5,Saturday
2014-04-06,48.67100000000005,0.0,0.0,38.125,56742,None,2014,04-06,4,6,Sunday
2014-04-07,48.19625000000005,0.0,0.0,46.25,86471,None,2014,04-07,4,7,Monday
2014-04-08,42.656750000000045,0.0,0.0,14.583333333333334,91489,None,2014,04-08,4,8,Tuesday
2014-04-09,51.745250000000034,0.0,0.0,58.25,91949,None,2014,04-09,4,9,Wednesday
2014-04-10,53.620250000000034,0.0,0.0,46.916666666666664,94108,None,2014,04-10,4,10,Thursday
2014-04-11,51.04850000000004,0.0,0.0,59.125,94791,None,2014,04-11,4,11,Friday
2014-04-12,49.470500000000044,0.14,0.0,87.08333333333333,71400,None,2014,04-12,4,12,Saturday
2014-04-13,40.31600000000004,0.0,0.0,90.0,58703,None,2014,04-13,4,13,Sunday
2014-04-14,31.347500000000043,0.0,0.0,68.75,85054,None,2014,04-14,4,14,Monday
2014-04-15,28.60250000000004,0.0,0.0,41.333333333333336,90572,None,2014,04-15,4,15,Tuesday
2014-04-16,33.023000000000046,0.68,0.3,90.0,85369,None,2014,04-16,4,16,Wednesday
2014-04-17,33.43100000000004,0.0,0.0,65.375,88243,None,2014,04-17,4,17,Thursday
2014-04-18,38.693750000000044,0.0,0.0,53.791666666666664,89325,None,2014,04-18,4,18,Friday
2014-04-19,51.93200000000002,0.11,0.0,76.875,64638,None,2014,04-19,4,19,Saturday
2014-04-20,60.25590909090913,0.1,0.0,52.72727272727273,52817,None,2014,04-20,4,20,Sunday
2014-04-21,59.32607692307696,0.2,0.0,39.73076923076923,101737,None,2014,04-21,4,21,Monday
2014-04-22,47.56475000000003,0.0,0.0,24.75,89206,None,2014,04-22,4,22,Tuesday
2014-04-23,43.122500000000024,0.26,0.0,79.375,88077,None,2014,04-23,4,23,Wednesday
2014-04-24,42.29675000000004,0.84,0.0,87.91666666666667,91011,None,2014,04-24,4,24,Thursday
2014-04-25,47.72225000000004,0.0,0.0,17.708333333333332,93553,None,2014,04-25,4,25,Friday
2014-04-26,45.59975000000005,0.04,0.0,53.583333333333336,49741,None,2014,04-26,4,26,Saturday
2014-04-27,40.82375000000004,1.76,0.0,86.04166666666667,46205,None,2014,04-27,4,27,Sunday
2014-04-28,42.679250000000025,0.7,0.0,90.0,83114,None,2014,04-28,4,28,Monday
2014-04-29,39.62000000000003,0.6,0.0,90.0,22604,None,2014,04-29,4,29,Tuesday
2014-04-30,38.0,0.03,0.0,49.0,88356,None,2014,04-30,4,30,Wednesday
2014-05-01,41.0,0.04,0.0,60.0,121659,None,2014,05-01,5,1,Thursday
2014-05-02,49.0,0.0,0.0,54.0,114647,None,2014,05-02,5,2,Friday
2014-05-03,51.0,0.0,0.0,41.0,91215,None,2014,05-03,5,3,Saturday
2014-05-04,49.31410526315793,0.0,0.0,47.10526315789474,58558,None,2014,05-04,5,4,Sunday
2014-05-05,56.237000000000045,0.0,0.0,32.0,87353,None,2014,05-05,5,5,Monday
2014-05-06,57.78928571428576,0.0,0.0,42.80952380952381,72473,None,2014,05-06,5,6,Tuesday
2014-05-07,57.743750000000034,0.04,0.0,40.166666666666664,90560,None,2014,05-07,5,7,Wednesday
2014-05-08,56.95796428571431,0.59,0.0,73.46428571428571,217673,None,2014,05-08,5,8,Thursday
2014-05-09,52.701333333333366,0.0,0.0,70.74074074074075,96930,None,2014,05-09,5,9,Friday
2014-05-10,54.913937931034525,0.06,0.0,46.172413793103445,83877,None,2014,05-10,5,10,Saturday
2014-05-11,58.0356363636364,0.63,0.0,60.21212121212121,69154,None,2014,05-11,5,11,Sunday
2014-05-12,56.22975714285719,0.27,0.0,79.33333333333333,148025,None,2014,05-12,5,12,Monday
2014-05-13,48.74554400000004,0.0,0.0,56.16,93426,None,2014,05-13,5,13,Tuesday
2014-05-14,48.97932500000004,0.0,0.0,22.291666666666668,93796,None,2014,05-14,5,14,Wednesday
2014-05-15,44.53662500000004,0.0,0.0,61.541666666666664,95087,None,2014,05-15,5,15,Thursday
2014-05-16,47.09675000000004,0.0,0.0,45.583333333333336,95585,None,2014,05-16,5,16,Friday
2014-05-17,54.26600000000004,0.0,0.0,24.916666666666668,76034,None,2014,05-17,5,17,Saturday
2014-05-18,62.01725000000005,0.0,0.0,10.125,65576,None,2014,05-18,5,18,Sunday
2014-05-19,54.09591836734698,2.25,0.0,83.73469387755102,180373,None,2014,05-19,5,19,Monday
2014-05-20,59.23400000000004,0.0,0.0,56.90909090909091,168334,None,2014,05-20,5,20,Tuesday
2014-05-21,59.50250000000003,0.0,0.0,26.208333333333332,90312,None,2014,05-21,5,21,Wednesday
2014-05-22,58.25450000000003,0.0,0.0,9.208333333333334,91493,None,2014,05-22,5,22,Thursday
2014-05-23,63.72575000000003,0.0,0.0,5.583333333333333,89096,None,2014,05-23,5,23,Friday
2014-05-24,69.80450000000003,0.0,0.0,18.208333333333332,62351,None,2014,05-24,5,24,Saturday
2014-05-25,70.06775000000003,0.0,0.0,51.375,52548,None,2014,05-25,5,25,Sunday
2014-05-26,73.55825000000003,0.01,0.0,76.04166666666667,50348,Memorial Day,2014,05-26,5,26,Monday
2014-05-27,66.86525000000005,0.01,0.0,86.875,85150,None,2014,05-27,5,27,Tuesday
2014-05-28,68.52500000000003,0.0,0.0,30.625,90920,None,2014,05-28,5,28,Wednesday
2014-05-29,70.76450000000004,0.0,0.0,17.0,92581,None,2014,05-29,5,29,Thursday
2014-05-30,75.59750000000004,0.0,0.0,13.75,93700,None,2014,05-30,5,30,Friday
2014-05-31,73.40576000000004,0.65,0.0,66.2,76518,None,2014,05-31,5,31,Saturday
2014-06-01,67.55514285714288,2.37,0.0,58.0,73499,None,2014,06-01,6,1,Sunday
2014-06-02,67.58900000000006,0.02,0.0,28.52777777777778,110874,None,2014,06-02,6,2,Monday
2014-06-03,65.58200000000004,0.0,0.0,6.9523809523809526,75884,None,2014,06-03,6,3,Tuesday
2014-06-04,69.49760000000003,0.0,0.0,45.4,71220,None,2014,06-04,6,4,Wednesday
2014-06-05,67.91792000000004,0.03,0.0,49.4,94586,None,2014,06-05,6,5,Thursday
2014-06-06,68.50632258064522,0.0,0.0,22.225806451612904,120335,None,2014,06-06,6,6,Friday
2014-06-07,57.23600000000005,0.89,0.0,73.925,129780,None,2014,06-07,6,7,Saturday
2014-06-08,58.4623225806452,0.0,0.0,24.193548387096776,77740,None,2014,06-08,6,8,Sunday
2014-06-09,63.01925000000005,0.0,0.0,61.416666666666664,86867,None,2014,06-09,6,9,Monday
2014-06-10,67.26892307692312,0.0,0.0,7.6923076923076925,36306,None,2014,06-10,6,10,Tuesday
2014-06-11,72.61800000000002,0.18,0.0,12.0,32758,None,2014,06-11,6,11,Wednesday
2014-06-12,61.69100000000004,0.0,0.0,26.666666666666668,18943,None,2014,06-12,6,12,Thursday
2014-06-13,63.551000000000045,0.0,0.0,6.666666666666667,22282,None,2014,06-13,6,13,Friday
2014-06-14,61.71028571428574,1.6,0.0,88.57142857142857,19055,None,2014,06-14,6,14,Saturday
2014-06-15,61.65440000000004,0.64,0.0,66.93333333333334,27367,None,2014,06-15,6,15,Sunday
2014-06-16,68.22500000000005,0.38,0.0,0.0,92768,None,2014,06-16,6,16,Monday
2014-06-17,71.43800000000005,0.01,0.0,38.0,85521,None,2014,06-17,6,17,Tuesday
2014-06-18,73.95500000000003,0.51,0.0,58.666666666666664,25158,None,2014,06-18,6,18,Wednesday
2014-06-19,67.52685714285717,4.13,0.0,83.42857142857143,30180,None,2014,06-19,6,19,Thursday
2014-06-20,76.47800000000005,0.0,0.0,7.333333333333333,27997,None,2014,06-20,6,20,Friday
2014-06-21,72.68000000000005,0.0,0.0,4.0,10676,None,2014,06-21,6,21,Saturday
2014-06-22,69.15200000000009,0.09,0.0,64.0,89667,None,2014,06-22,6,22,Sunday
2014-06-23,69.27500000000002,0.0,0.0,1.3333333333333333,32935,None,2014,06-23,6,23,Monday
2014-06-24,72.67100000000002,0.0,0.0,32.0,13897,None,2014,06-24,6,24,Tuesday
2014-06-25,62.217500000000044,0.0,0.0,16.25,17897,None,2014,06-25,6,25,Wednesday
2014-06-26,70.02725000000002,0.0,0.0,17.75,28058,None,2014,06-26,6,26,Thursday
2014-06-27,76.68200000000002,0.0,0.0,51.666666666666664,13761,None,2014,06-27,6,27,Friday
2014-06-28,72.572,0.5,0.0,63.42857142857143,22147,None,2014,06-28,6,28,Saturday
2014-06-29,75.53120000000003,0.01,0.0,30.2,12616,None,2014,06-29,6,29,Sunday
2014-06-30,76.13600000000007,0.0,0.0,0.0,87443,None,2014,06-30,6,30,Monday
2014-07-01,63.69950000000005,0.15,0.0,76.5,48100,None,2014,07-01,7,1,Tuesday
2014-07-02,61.54618181818185,0.01,0.0,51.59090909090909,68106,None,2014,07-02,7,2,Wednesday
2014-07-03,71.22650000000002,0.0,0.0,39.875,41582,None,2014,07-03,7,3,Thursday
2014-07-04,70.74590000000003,0.0,0.0,35.85,50310,Independence Day,2014,07-04,7,4,Friday
2014-07-05,76.40514285714292,0.0,0.0,19.61904761904762,55557,None,2014,07-05,7,5,Saturday
2014-07-06,76.11012500000004,0.13,0.0,43.75,65027,None,2014,07-06,7,6,Sunday
2014-07-07,72.31266666666671,0.37,0.0,41.407407407407405,94617,None,2014,07-07,7,7,Monday
2014-07-08,68.82956521739133,0.0,0.0,30.956521739130434,85957,None,2014,07-08,7,8,Tuesday
2014-07-09,68.23025000000003,0.0,0.0,34.583333333333336,94018,None,2014,07-09,7,9,Wednesday
2014-07-10,72.81275000000004,0.0,0.0,38.458333333333336,94179,None,2014,07-10,7,10,Thursday
2014-07-11,72.19605714285719,1.03,0.0,86.02857142857142,136787,None,2014,07-11,7,11,Friday
2014-07-12,72.10059459459464,0.06,0.0,78.0,110125,None,2014,07-12,7,12,Saturday
2014-07-13,69.01400000000004,0.0,0.0,14.416666666666666,62566,None,2014,07-13,7,13,Sunday
2014-07-14,60.752260869565255,0.07,0.0,71.1304347826087,81142,None,2014,07-14,7,14,Monday
2014-07-15,62.68100000000001,0.0,0.0,63.833333333333336,92054,None,2014,07-15,7,15,Tuesday
2014-07-16,64.85600000000004,0.0,0.0,22.416666666666668,92698,None,2014,07-16,7,16,Wednesday
2014-07-17,67.60325000000005,0.0,0.0,20.541666666666668,94058,None,2014,07-17,7,17,Thursday
2014-07-18,69.56825000000005,0.0,0.0,38.625,93774,None,2014,07-18,7,18,Friday
2014-07-19,71.93000000000004,0.0,0.0,68.25,71937,None,2014,07-19,7,19,Saturday
2014-07-20,77.11100000000003,0.0,0.0,74.16666666666667,63109,None,2014,07-20,7,20,Sunday
2014-07-21,80.73200000000004,0.0,0.0,67.66666666666667,88933,None,2014,07-21,7,21,Monday
2014-07-22,77.69150000000003,0.0,0.0,34.25,91466,None,2014,07-22,7,22,Tuesday
2014-07-23,70.99700000000006,0.0,0.0,17.708333333333332,93388,None,2014,07-23,7,23,Wednesday
2014-07-24,61.86200000000006,0.0,0.0,1.0,81548,None,2014,07-24,7,24,Thursday
2014-07-25,70.46724137931038,0.42,0.0,79.55172413793103,109962,None,2014,07-25,7,25,Friday
2014-07-26,76.67150000000004,0.0,0.0,52.041666666666664,70434,None,2014,07-26,7,26,Saturday
2014-07-27,69.14637500000003,0.03,0.0,48.125,40102,None,2014,07-27,7,27,Sunday
2014-07-28,69.0,0.0,0.0,46.0,84184,None,2014,07-28,7,28,Monday
2014-07-29,70.0,0.0,0.0,21.0,77916,None,2014,07-29,7,29,Tuesday
2014-07-30,74.30000000000004,0.0,0.0,8.533333333333333,70935,None,2014,07-30,7,30,Wednesday
2014-07-31,70.87139130434787,0.0,0.0,1.826086956521739,96634,None,2014,07-31,7,31,Thursday
2014-08-01,71.48613043478267,0.0,0.0,19.91304347826087,94181,None,2014,08-01,8,1,Friday
2014-08-02,64.8654285714286,0.0,0.0,1.0,82542,None,2014,08-02,8,2,Saturday
2014-08-03,79.75538461538464,0.67,0.0,16.0,48703,None,2014,08-03,8,3,Sunday
2014-08-04,72.52536363636365,0.0,0.0,26.454545454545453,94066,None,2014,08-04,8,4,Monday
2014-08-05,68.97200000000004,0.0,0.0,17.615384615384617,94742,None,2014,08-05,8,5,Tuesday
2014-08-06,68.66662068965522,0.0,0.0,21.689655172413794,111397,None,2014,08-06,8,6,Wednesday
2014-08-07,73.60828571428576,0.0,0.0,15.714285714285714,46637,None,2014,08-07,8,7,Thursday
2014-08-08,67.57700000000003,0.0,0.0,20.5,85513,None,2014,08-08,8,8,Friday
2014-08-09,74.0,0.0,0.0,43.0,105977,None,2014,08-09,8,9,Saturday
2014-08-10,74.0,0.15,0.0,20.0,87228,None,2014,08-10,8,10,Sunday
2014-08-11,70.0,0.04,0.0,22.0,83541,None,2014,08-11,8,11,Monday
2014-08-12,69.0,0.0,0.0,29.0,80830,None,2014,08-12,8,12,Tuesday
2014-08-13,73.0,0.0,0.0,20.0,81801,None,2014,08-13,8,13,Wednesday
2014-08-14,70.0,0.0,0.0,24.0,83343,None,2014,08-14,8,14,Thursday
2014-08-15,73.0,0.0,0.0,13.0,85649,None,2014,08-15,8,15,Friday
2014-08-16,75.0,0.08,0.0,39.0,97329,None,2014,08-16,8,16,Saturday
2014-08-17,75.0,0.27,0.0,36.0,99156,None,2014,08-17,8,17,Sunday
2014-08-18,74.0,0.01,0.0,30.0,110859,None,2014,08-18,8,18,Monday
2014-08-19,72.0,0.0,0.0,44.0,107428,None,2014,08-19,8,19,Tuesday
2014-08-20,74.0,0.0,0.0,45.0,97434,None,2014,08-20,8,20,Wednesday
2014-08-21,76.0,0.07,0.0,33.0,92262,State Fair,2014,08-21,8,21,Thursday
2014-08-22,75.0,0.0,0.0,26.0,90385,None,2014,08-22,8,22,Friday
2014-08-23,72.0,0.0,0.0,32.0,87534,None,2014,08-23,8,23,Saturday
2014-08-24,78.0,0.14,0.0,54.0,114909,None,2014,08-24,8,24,Sunday
2014-08-25,76.0,0.0,0.0,45.0,96452,None,2014,08-25,8,25,Monday
2014-08-26,66.0,0.0,0.0,29.0,105684,None,2014,08-26,8,26,Tuesday
2014-08-27,68.0,0.0,0.0,47.0,80553,None,2014,08-27,8,27,Wednesday
2014-08-28,67.0,0.02,0.0,50.0,97259,None,2014,08-28,8,28,Thursday
2014-08-29,71.0,0.68,0.0,28.0,89107,None,2014,08-29,8,29,Friday
2014-08-30,70.0,0.3,0.0,31.0,92463,None,2014,08-30,8,30,Saturday
2014-08-31,71.0,0.47,0.0,24.0,99506,None,2014,08-31,8,31,Sunday
2014-09-01,71.0,0.17,0.0,25.0,79378,Labor Day,2014,09-01,9,1,Monday
2014-09-02,70.0,0.0,0.0,36.0,86426,None,2014,09-02,9,2,Tuesday
2014-09-03,68.0,0.13,0.0,29.0,84812,None,2014,09-03,9,3,Wednesday
2014-09-04,76.0,0.0,0.0,42.0,103423,None,2014,09-04,9,4,Thursday
2014-09-05,65.0,0.0,0.0,42.0,80847,None,2014,09-05,9,5,Friday
2014-09-06,62.0,0.0,0.0,37.0,94985,None,2014,09-06,9,6,Saturday
2014-09-07,67.0,0.0,0.0,31.0,75642,None,2014,09-07,9,7,Sunday
2014-09-08,66.0,0.0,0.0,15.0,76497,None,2014,09-08,9,8,Monday
2014-09-09,67.0,0.18,0.0,32.0,90023,None,2014,09-09,9,9,Tuesday
2014-09-10,59.0,0.03,0.0,39.0,83099,None,2014,09-10,9,10,Wednesday
2014-09-11,50.0,0.0,0.0,14.0,80378,None,2014,09-11,9,11,Thursday
2014-09-12,49.0,0.0,0.0,23.0,77510,None,2014,09-12,9,12,Friday
2014-09-13,48.0,0.0,0.0,16.0,77628,None,2014,09-13,9,13,Saturday
2014-09-14,56.0,0.0,0.0,24.0,84224,None,2014,09-14,9,14,Sunday
2014-09-15,55.0,0.06,0.0,41.0,84199,None,2014,09-15,9,15,Monday
2014-09-16,54.0,0.0,0.0,34.0,72814,None,2014,09-16,9,16,Tuesday
2014-09-17,62.0,0.0,0.0,50.0,106660,None,2014,09-17,9,17,Wednesday
2014-09-18,60.0,0.0,0.0,59.0,109232,None,2014,09-18,9,18,Thursday
2014-09-19,65.0,0.0,0.0,39.0,104414,None,2014,09-19,9,19,Friday
2014-09-20,71.0,0.24,0.0,47.0,103800,None,2014,09-20,9,20,Saturday
2014-09-21,58.0,0.0,0.0,33.0,76018,None,2014,09-21,9,21,Sunday
2014-09-22,59.0,0.0,0.0,38.0,75169,None,2014,09-22,9,22,Monday
2014-09-23,62.0,0.0,0.0,44.0,76442,None,2014,09-23,9,23,Tuesday
2014-09-24,63.0,0.04,0.0,57.0,93595,None,2014,09-24,9,24,Wednesday
2014-09-25,65.0,0.0,0.0,57.0,86500,None,2014,09-25,9,25,Thursday
2014-09-26,68.0,0.0,0.0,34.0,85843,None,2014,09-26,9,26,Friday
2014-09-27,71.0,0.0,0.0,29.0,79732,None,2014,09-27,9,27,Saturday
2014-09-28,71.0,0.0,0.0,46.0,85095,None,2014,09-28,9,28,Sunday
2014-09-29,62.0,0.07,0.0,17.0,78812,None,2014,09-29,9,29,Monday
2014-09-30,48.0,0.0,0.0,23.0,69791,None,2014,09-30,9,30,Tuesday
2014-10-01,52.0,0.69,0.0,32.0,71185,None,2014,10-01,10,1,Wednesday
2014-10-02,57.0,0.78,0.0,30.0,85291,None,2014,10-02,10,2,Thursday
2014-10-03,47.0,0.09,0.0,33.0,85790,None,2014,10-03,10,3,Friday
2014-10-04,43.0,0.03,0.0,39.0,80110,None,2014,10-04,10,4,Saturday
2014-10-05,41.0,0.0,0.0,67.0,89831,None,2014,10-05,10,5,Sunday
2014-10-06,45.0,0.0,0.0,57.0,109631,None,2014,10-06,10,6,Monday
2014-10-07,53.0,0.0,0.0,48.0,84993,None,2014,10-07,10,7,Tuesday
2014-10-08,50.0,0.0,0.0,22.0,79404,None,2014,10-08,10,8,Wednesday
2014-10-09,44.0,0.0,0.0,32.0,75250,None,2014,10-09,10,9,Thursday
2014-10-10,44.0,0.0,0.0,24.0,81510,None,2014,10-10,10,10,Friday
2014-10-11,44.0,0.0,0.0,35.0,70828,None,2014,10-11,10,11,Saturday
2014-10-12,50.0,0.0,0.0,64.0,83142,None,2014,10-12,10,12,Sunday
2014-10-13,53.0,0.02,0.0,18.0,72520,Columbus Day,2014,10-13,10,13,Monday
2014-10-14,54.0,0.0,0.0,46.0,81276,None,2014,10-14,10,14,Tuesday
2014-10-15,52.0,0.0,0.0,67.0,82802,None,2014,10-15,10,15,Wednesday
2014-10-16,54.0,0.0,0.0,26.0,64172,None,2014,10-16,10,16,Thursday
2014-10-17,55.0,0.0,0.0,35.0,76104,None,2014,10-17,10,17,Friday
2014-10-18,48.0,0.0,0.0,36.0,75652,None,2014,10-18,10,18,Saturday
2014-10-19,50.0,0.0,0.0,33.0,83390,None,2014,10-19,10,19,Sunday
2014-10-20,56.0,0.0,0.0,41.0,79673,None,2014,10-20,10,20,Monday
2014-10-21,48.0,0.0,0.0,49.0,69298,None,2014,10-21,10,21,Tuesday
2014-10-22,48.0,0.0,0.0,19.0,60803,None,2014,10-22,10,22,Wednesday
2014-10-23,57.0,0.14,0.0,61.0,64963,None,2014,10-23,10,23,Thursday
2014-10-24,54.0,0.0,0.0,56.0,99009,None,2014,10-24,10,24,Friday
2014-10-25,58.0,0.0,0.0,56.0,100645,None,2014,10-25,10,25,Saturday
2014-10-26,49.0,0.0,0.0,72.0,108399,None,2014,10-26,10,26,Sunday
2014-10-27,55.0,0.0,0.0,65.0,108378,None,2014,10-27,10,27,Monday
2014-10-28,46.0,0.0,0.0,60.0,91600,None,2014,10-28,10,28,Tuesday
2014-10-29,40.0,0.0,0.0,76.0,75259,None,2014,10-29,10,29,Wednesday
2014-10-30,41.0,0.0,0.0,56.0,76979,None,2014,10-30,10,30,Thursday
2014-10-31,34.0,0.0,0.0,58.0,79196,None,2014,10-31,10,31,Friday
2014-11-01,31.0,0.0,0.0,35.0,89615,None,2014,11-01,11,1,Saturday
2014-11-02,42.0,0.0,0.0,52.0,83269,None,2014,11-02,11,2,Sunday
2014-11-03,47.0,0.0,0.0,34.0,85430,None,2014,11-03,11,3,Monday
2014-11-04,47.0,0.0,0.0,62.0,82936,None,2014,11-04,11,4,Tuesday
2014-11-05,40.0,0.04,0.0,55.0,66858,None,2014,11-05,11,5,Wednesday
2014-11-06,38.0,0.0,0.0,55.0,72082,None,2014,11-06,11,6,Thursday
2014-11-07,35.0,0.01,0.0,53.0,85541,None,2014,11-07,11,7,Friday
2014-11-08,40.0,0.0,0.0,37.0,75147,None,2014,11-08,11,8,Saturday
2014-11-09,38.0,0.0,0.0,28.0,76868,None,2014,11-09,11,9,Sunday
2014-11-10,29.0,0.28,2.6,36.0,68137,None,2014,11-10,11,10,Monday
2014-11-11,24.0,0.04,0.8,52.0,80502,Veteran's Day,2014,11-11,11,11,Tuesday
2014-11-12,19.0,0.0,0.0,53.0,69909,None,2014,11-12,11,12,Wednesday
2014-11-13,21.0,0.0,0.0,43.0,74726,None,2014,11-13,11,13,Thursday
2014-11-14,16.0,0.0,0.0,45.0,93720,None,2014,11-14,11,14,Friday
2014-11-15,13.0,0.16,1.3,49.0,87228,None,2014,11-15,11,15,Saturday
2014-11-16,15.0,0.01,0.3,56.0,87775,None,2014,11-16,11,16,Sunday
2014-11-17,11.0,0.0,0.0,64.0,108169,None,2014,11-17,11,17,Monday
2014-11-18,11.0,0.0,0.0,67.0,97887,None,2014,11-18,11,18,Tuesday
2014-11-19,19.0,0.02,0.5,51.0,69290,None,2014,11-19,11,19,Wednesday
2014-11-20,15.0,0.0,0.0,45.0,74602,None,2014,11-20,11,20,Thursday
2014-11-21,13.0,0.0,0.0,34.0,86686,None,2014,11-21,11,21,Friday
2014-11-22,34.0,0.0,0.0,53.0,86668,None,2014,11-22,11,22,Saturday
2014-11-23,43.0,0.03,0.0,45.0,80562,None,2014,11-23,11,23,Sunday
2014-11-24,27.0,0.01,0.5,41.0,64529,None,2014,11-24,11,24,Monday
2014-11-25,16.0,0.0,0.0,51.0,58760,None,2014,11-25,11,25,Tuesday
2014-11-26,24.0,0.17,2.2,54.0,67666,None,2014,11-26,11,26,Wednesday
2014-11-27,8.0,0.02,0.3,47.0,81182,Thanksgiving Day,2014,11-27,11,27,Thursday
2014-11-28,12.0,0.08,0.9,41.0,82117,None,2014,11-28,11,28,Friday
2014-11-29,26.0,0.0,0.0,62.0,77359,None,2014,11-29,11,29,Saturday
2014-11-30,18.0,0.0,0.0,62.0,101537,None,2014,11-30,11,30,Sunday
2014-12-01,4.0,0.0,0.0,73.0,89264,None,2014,12-01,12,1,Monday
2014-12-02,11.0,0.0,0.0,68.0,97175,None,2014,12-02,12,2,Tuesday
2014-12-03,18.0,0.0,0.0,57.0,103661,None,2014,12-03,12,3,Wednesday
2014-12-04,20.0,0.0,0.0,60.0,120345,None,2014,12-04,12,4,Thursday
2014-12-05,30.0,0.0,0.0,41.0,78944,None,2014,12-05,12,5,Friday
2014-12-06,26.0,0.0,0.0,63.0,86600,None,2014,12-06,12,6,Saturday
2014-12-07,28.0,0.01,0.1,57.0,76135,None,2014,12-07,12,7,Sunday
2014-12-08,32.0,0.0,0.0,69.0,83585,None,2014,12-08,12,8,Monday
2014-12-09,20.0,0.0,0.0,58.0,66735,None,2014,12-09,12,9,Tuesday
2014-12-10,23.0,0.0,0.0,66.0,99704,None,2014,12-10,12,10,Wednesday
2014-12-11,28.0,0.0,0.0,71.0,82162,None,2014,12-11,12,11,Thursday
2014-12-12,33.0,0.0,0.0,68.0,91235,None,2014,12-12,12,12,Friday
2014-12-13,40.0,0.01,0.0,63.0,83148,None,2014,12-13,12,13,Saturday
2014-12-14,46.0,0.01,0.0,63.0,94605,None,2014,12-14,12,14,Sunday
2014-12-15,47.0,0.19,0.0,68.0,76269,None,2014,12-15,12,15,Monday
2014-12-16,26.0,0.04,0.8,80.0,119027,None,2014,12-16,12,16,Tuesday
2014-12-17,15.0,0.0,0.0,77.0,81355,None,2014,12-17,12,17,Wednesday
2014-12-18,16.0,0.02,0.4,53.0,81904,None,2014,12-18,12,18,Thursday
2014-12-19,23.0,0.0,0.0,46.0,91034,None,2014,12-19,12,19,Friday
2014-12-20,30.0,0.0,0.0,54.0,82428,None,2014,12-20,12,20,Saturday
2014-12-21,33.0,0.19,0.1,74.0,82207,None,2014,12-21,12,21,Sunday
2014-12-22,37.0,0.12,0.0,44.0,64824,None,2014,12-22,12,22,Monday
2014-12-23,35.0,0.0,0.0,55.0,86707,None,2014,12-23,12,23,Tuesday
2014-12-24,35.0,0.0,0.0,74.0,60887,None,2014,12-24,12,24,Wednesday
